bloque,tiempo_h,zona,suministro,inventario_inicio_medio,reposicion_recibida_medio,demanda_medio,demanda_ic95_inferior,demanda_ic95_superior,consumo_satisfecho_medio,inventario_fin_medio,inventario_fin_ic95_inferior,inventario_fin_ic95_superior,deficit_medio,deficit_ic95_inferior,deficit_ic95_superior,superavit_medio
0,0,Z1,agua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,Z1,alimentos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,Z1,medicamentos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,Z2,agua,65000.0,0.0,3059.715722700784,2969.224711919025,3150.2067334825433,3059.715722700784,61940.28427729921,61849.79326651745,62030.775288080964,0.0,0.0,0.0,61940.28427729921
0,0,Z2,alimentos,18000.0,0.0,1014.7075289797617,987.3545787502846,1042.0604792092388,1014.7075289797617,16985.29247102024,16957.939520790762,17012.645421249716,0.0,0.0,0.0,16985.29247102024
0,0,Z2,medicamentos,380.0,0.0,50.86141371653012,49.40456179428209,52.31826563877816,50.86141371653012,329.13858628346986,327.68173436122186,330.59543820571787,0.0,0.0,0.0,329.13858628346986
0,0,Z3,agua,40000.0,0.0,1833.054666747048,1778.8590880825104,1887.2502454115856,1833.054666747048,38166.94533325295,38112.74975458841,38221.14091191749,0.0,0.0,0.0,38166.94533325295
0,0,Z3,alimentos,9500.0,0.0,619.287823356213,602.3856695213256,636.1899771911005,619.287823356213,8880.712176643787,8863.810022808899,8897.614330478675,0.0,0.0,0.0,8880.712176643787
0,0,Z3,medicamentos,210.0,0.0,31.118274644391693,30.29511277268262,31.941436516100765,31.118274644391693,178.88172535560835,178.0585634838993,179.7048872273174,0.0,0.0,0.0,178.88172535560835
0,0,Z4,agua,180000.0,0.0,8004.414210040527,7789.431896972896,8219.396523108158,8004.414210040527,171995.58578995947,171780.60347689185,172210.5681030271,0.0,0.0,0.0,171995.58578995947
0,0,Z4,alimentos,42000.0,0.0,2683.1943656023195,2602.901788595906,2763.486942608733,2683.1943656023195,39316.805634397686,39236.513057391276,39397.098211404096,0.0,0.0,0.0,39316.805634397686
0,0,Z4,medicamentos,1200.0,0.0,132.820858186258,128.66208887517115,136.97962749734484,132.820858186258,1067.1791418137418,1063.020372502655,1071.3379111248287,0.0,0.0,0.0,1067.1791418137418
0,0,Z5,agua,28000.0,0.0,1383.8272716662236,1342.3401517466025,1425.3143915858448,1383.8272716662236,26616.172728333775,26574.685608414155,26657.659848253395,0.0,0.0,0.0,26616.172728333775
0,0,Z5,alimentos,7200.0,0.0,447.4794018759887,435.44875448256806,459.5100492694093,447.4794018759887,6752.520598124011,6740.48995073059,6764.551245517431,0.0,0.0,0.0,6752.520598124011
0,0,Z5,medicamentos,145.0,0.0,22.115354278872193,21.400853573460523,22.829854984283863,22.115354278872193,122.8846457211278,122.17014501571613,123.59914642653946,0.0,0.0,0.0,122.8846457211278
1,6,Z1,agua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,Z1,alimentos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,Z1,medicamentos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,Z2,agua,61940.28427729921,0.0,3056.186039937396,2967.1468594740813,3145.2252204007104,3056.186039937396,58884.098237361824,58756.33063195186,59011.86584277179,0.0,0.0,0.0,58884.098237361824
1,6,Z2,alimentos,16985.29247102024,0.0,1002.54442119728,971.2912595516408,1033.7975828429194,1002.54442119728,15982.748049822958,15941.761376848086,16023.73472279783,0.0,0.0,0.0,15982.748049822958
1,6,Z2,medicamentos,329.13858628346986,0.0,50.22445672552176,48.78534980235175,51.66356364869177,50.22445672552176,278.9141295579482,276.775376157844,281.05288295805235,0.0,0.0,0.0,278.9141295579482
1,6,Z3,agua,38166.94533325295,0.0,1840.2074175970126,1789.9985391709836,1890.4162960230417,1840.2074175970126,36326.73791565594,36253.903093323686,36399.572737988194,0.0,0.0,0.0,36326.73791565594
1,6,Z3,alimentos,8880.712176643787,0.0,623.7431989033167,604.5734916452511,642.9129061613824,623.7431989033167,8256.968977740471,8231.607726290198,8282.330229190744,0.0,0.0,0.0,8256.968977740471
1,6,Z3,medicamentos,178.88172535560835,0.0,30.56767355732028,29.582841429815353,31.552505684825206,30.56767355732028,148.314051798288,146.99230579488915,149.63579780168686,0.0,0.0,0.0,148.314051798288
1,6,Z4,agua,171995.58578995947,0.0,8212.68084343119,7968.41566590064,8456.94602096174,8212.68084343119,163782.9049465283,163442.70830139643,164123.10159166015,0.0,0.0,0.0,163782.9049465283
1,6,Z4,alimentos,39316.805634397686,0.0,2748.8110708175873,2656.9951300986245,2840.62701153655,2748.8110708175873,36567.99456358009,36447.08430663947,36688.904820520715,0.0,0.0,0.0,36567.99456358009
1,6,Z4,medicamentos,1067.1791418137418,0.0,134.56889039820578,130.36695309688312,138.77082769952844,134.56889039820578,932.6102514155361,926.6068265214884,938.6136763095839,0.0,0.0,0.0,932.6102514155361
