escenario,demanda_total_media,demanda_total_ic95_inferior,demanda_total_ic95_superior,deficit_total_medio,deficit_total_ic95_inferior,deficit_total_ic95_superior,deficit_zonas_abastecibles_medio,deficit_zonas_abastecibles_ic95_inferior,deficit_zonas_abastecibles_ic95_superior,hora_primer_agotamiento_abastecible_media,hora_primer_agotamiento_abastecible_ic95_inferior,hora_primer_agotamiento_abastecible_ic95_superior,realizaciones_con_agotamiento
base_pre_intercambio,231904.9406403213,230984.50132082961,232825.37995981297,509.3001637031659,502.2328319989552,516.3674954073765,509.3001637031659,502.2328319989552,516.3674954073765,35.34,34.89567071095996,35.784329289040045,100
post_intercambio,101455.90718173451,101102.01306262471,101809.80130084431,5119.274485260349,5087.452022993118,5151.096947527581,230.99621100290645,227.27552223382713,234.71689977198577,38.58,37.987628079090044,39.17237192090995,100
