escenario,realizacion,bloque,tiempo_h,zona,suministro,inventario_inicio,reposicion_recibida,demanda,consumo_satisfecho,inventario_fin,superavit,deficit
post_intercambio,26,11,66,Z2,medicamentos,93.33599311010038,0.0,22.311076149935477,22.311076149935477,71.0249169601649,71.0249169601649,0.0
post_intercambio,26,11,66,Z3,agua,19816.486853784507,0.0,1686.2099091863195,1686.2099091863195,18130.276944598187,18130.276944598187,0.0
post_intercambio,26,11,66,Z3,alimentos,2860.8888939235126,0.0,707.2370282722754,707.2370282722754,2153.651865651237,2153.651865651237,0.0
post_intercambio,26,11,66,Z3,medicamentos,0.0,0.0,25.53066123950944,0.0,0.0,0.0,25.53066123950944
post_intercambio,26,11,66,Z4,agua,653787.204063341,0.0,1300.780198350875,1300.780198350875,652486.4238649901,652486.4238649901,0.0
post_intercambio,26,11,66,Z4,alimentos,127996.74984411547,0.0,574.5006790057072,574.5006790057072,127422.24916510977,127422.24916510977,0.0
post_intercambio,26,11,66,Z4,medicamentos,3449.665735984712,0.0,22.82732760734348,22.82732760734348,3426.838408377368,3426.838408377368,0.0
post_intercambio,26,11,66,Z5,agua,15421.152608456388,0.0,1030.9121810967665,1030.9121810967665,14390.240427359622,14390.240427359622,0.0
post_intercambio,26,11,66,Z5,alimentos,3062.617913159901,0.0,329.9476735733126,329.9476735733126,2732.6702395865887,2732.6702395865887,0.0
post_intercambio,26,11,66,Z5,medicamentos,0.0,0.0,17.602171208896333,0.0,0.0,0.0,17.602171208896333
post_intercambio,27,0,0,Z1,agua,0.0,0.0,275.5146834046946,0.0,0.0,0.0,275.5146834046946
post_intercambio,27,0,0,Z1,alimentos,0.0,0.0,101.18087502712771,0.0,0.0,0.0,101.18087502712771
post_intercambio,27,0,0,Z1,medicamentos,0.0,0.0,5.095292202062646,0.0,0.0,0.0,5.095292202062646
post_intercambio,27,0,0,Z2,agua,65000.0,0.0,1761.205354554959,1761.205354554959,63238.79464544504,63238.79464544504,0.0
post_intercambio,27,0,0,Z2,alimentos,18000.0,0.0,573.2316197244459,573.2316197244459,17426.768380275553,17426.768380275553,0.0
post_intercambio,27,0,0,Z2,medicamentos,380.0,0.0,22.310401191947435,22.310401191947435,357.68959880805255,357.68959880805255,0.0
post_intercambio,27,0,0,Z3,agua,40000.0,0.0,1712.3462757898606,1712.3462757898606,38287.65372421014,38287.65372421014,0.0
post_intercambio,27,0,0,Z3,alimentos,9500.0,0.0,601.607223854057,601.607223854057,8898.392776145944,8898.392776145944,0.0
post_intercambio,27,0,0,Z3,medicamentos,210.0,0.0,33.34482928339795,33.34482928339795,176.65517071660204,176.65517071660204,0.0
post_intercambio,27,0,0,Z4,agua,180000.0,0.0,746.3344940263191,746.3344940263191,179253.66550597368,179253.66550597368,0.0
post_intercambio,27,0,0,Z4,alimentos,42000.0,0.0,304.5599190231827,304.5599190231827,41695.44008097682,41695.44008097682,0.0
post_intercambio,27,0,0,Z4,medicamentos,1200.0,0.0,15.542172310352258,15.542172310352258,1184.4578276896477,1184.4578276896477,0.0
post_intercambio,27,0,0,Z5,agua,28000.0,0.0,931.1791417320989,931.1791417320989,27068.8208582679,27068.8208582679,0.0
post_intercambio,27,0,0,Z5,alimentos,7200.0,0.0,312.5895652952695,312.5895652952695,6887.4104347047305,6887.4104347047305,0.0
post_intercambio,27,0,0,Z5,medicamentos,145.0,0.0,17.270518739534996,17.270518739534996,127.72948126046501,127.72948126046501,0.0
post_intercambio,27,1,6,Z1,agua,0.0,0.0,360.5052292352961,0.0,0.0,0.0,360.5052292352961
post_intercambio,27,1,6,Z1,alimentos,0.0,0.0,102.2582005636534,0.0,0.0,0.0,102.2582005636534
post_intercambio,27,1,6,Z1,medicamentos,0.0,0.0,4.4892924641794965,0.0,0.0,0.0,4.4892924641794965
post_intercambio,27,1,6,Z2,agua,63238.79464544504,0.0,1754.0749057910493,1754.0749057910493,61484.71973965399,61484.71973965399,0.0
post_intercambio,27,1,6,Z2,alimentos,17426.768380275553,0.0,629.3123022610104,629.3123022610104,16797.456078014544,16797.456078014544,0.0
post_intercambio,27,1,6,Z2,medicamentos,357.68959880805255,0.0,31.170307974616037,31.170307974616037,326.5192908334365,326.5192908334365,0.0
post_intercambio,27,1,6,Z3,agua,38287.65372421014,0.0,1742.0875141562067,1742.0875141562067,36545.566210053934,36545.566210053934,0.0
post_intercambio,27,1,6,Z3,alimentos,8898.392776145944,0.0,754.8422707135763,754.8422707135763,8143.550505432368,8143.550505432368,0.0
post_intercambio,27,1,6,Z3,medicamentos,176.65517071660204,0.0,31.366151993622932,31.366151993622932,145.2890187229791,145.2890187229791,0.0
post_intercambio,27,1,6,Z4,agua,179253.66550597368,0.0,1083.5957547859866,1083.5957547859866,178170.0697511877,178170.0697511877,0.0
post_intercambio,27,1,6,Z4,alimentos,41695.44008097682,0.0,403.9956913614123,403.9956913614123,41291.444389615404,41291.444389615404,0.0
post_intercambio,27,1,6,Z4,medicamentos,1184.4578276896477,0.0,15.173446929576818,15.173446929576818,1169.284380760071,1169.284380760071,0.0
post_intercambio,27,1,6,Z5,agua,27068.8208582679,0.0,1153.4479973752038,1153.4479973752038,25915.372860892698,25915.372860892698,0.0
post_intercambio,27,1,6,Z5,alimentos,6887.4104347047305,0.0,274.77844654579104,274.77844654579104,6612.63198815894,6612.63198815894,0.0
post_intercambio,27,1,6,Z5,medicamentos,127.72948126046501,0.0,14.55210275338627,14.55210275338627,113.17737850707874,113.17737850707874,0.0
post_intercambio,27,2,12,Z1,agua,0.0,0.0,285.47154023468744,0.0,0.0,0.0,285.47154023468744
post_intercambio,27,2,12,Z1,alimentos,0.0,0.0,95.92823346792265,0.0,0.0,0.0,95.92823346792265
post_intercambio,27,2,12,Z1,medicamentos,0.0,0.0,5.041499256590995,0.0,0.0,0.0,5.041499256590995
