bloque,tiempo_h,zona,suministro,inventario_inicio_medio,reposicion_recibida_medio,demanda_medio,demanda_ic95_inferior,demanda_ic95_superior,consumo_satisfecho_medio,inventario_fin_medio,inventario_fin_ic95_inferior,inventario_fin_ic95_superior,deficit_medio,deficit_ic95_inferior,deficit_ic95_superior,superavit_medio
6,36,Z5,alimentos,4963.940253413169,0.0,382.11427521405705,369.43664200884655,394.79190841926754,382.11427521405705,4581.825978199111,4551.501200958047,4612.150755440175,0.0,0.0,0.0,4581.825978199111
6,36,Z5,medicamentos,32.87248446688798,0.0,18.938800493515323,18.385836519454145,19.491764467576502,18.86785368460457,14.004630782283408,12.61596778650239,15.393293778064427,0.07094680891075138,-0.024122810425547134,0.16601642824704987,14.004630782283408
7,42,Z1,agua,0.0,0.0,306.0477181666092,296.150125264288,315.9453110689303,0.0,0.0,0.0,0.0,306.0477181666092,296.150125264288,315.9453110689303,0.0
7,42,Z1,alimentos,0.0,0.0,101.43870579215209,98.50031067235578,104.3771009119484,0.0,0.0,0.0,0.0,101.43870579215209,98.50031067235578,104.3771009119484,0.0
7,42,Z1,medicamentos,0.0,0.0,5.112202204279888,4.970971638276795,5.2534327702829815,0.0,0.0,0.0,0.0,5.112202204279888,4.970971638276795,5.2534327702829815,0.0
7,42,Z2,agua,53454.397105936325,0.0,1636.4670195851168,1593.2215795338077,1679.7124596364258,1636.4670195851168,51817.93008635121,51671.509684893,51964.350487809425,0.0,0.0,0.0,51817.93008635121
7,42,Z2,alimentos,14151.587368131346,0.0,553.1115165626669,534.3479219337162,571.8751111916176,553.1115165626669,13598.475851568677,13552.836071938666,13644.115631198689,0.0,0.0,0.0,13598.475851568677
7,42,Z2,medicamentos,190.1566732524558,0.0,27.09969605969546,26.24311977442854,27.956272344962382,27.09969605969546,163.05697719276037,160.58100364582344,165.5329507396973,0.0,0.0,0.0,163.05697719276037
7,42,Z3,agua,27459.610712343343,0.0,1769.025048364515,1716.8666996039062,1821.1833971251237,1769.025048364515,25690.58566397883,25553.733242905902,25827.438085051755,0.0,0.0,0.0,25690.58566397883
7,42,Z3,alimentos,5296.610018999808,0.0,598.178604419891,580.8338598928718,615.5233489469102,598.178604419891,4698.431414579917,4645.635636685479,4751.227192474355,0.0,0.0,0.0,4698.431414579917
